Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
13-July-2015,460.25,469.45,456.00,465.30,462.020904795239761988,114280,1870,52799749.00,52433,45.88,13.45,5.05
10-July-2015,449.95,464.00,448.20,456.50,453.851077699505835348,47555,1856,21582888.00,14616,30.73,15.80,6.55
9-July-2015,444.40,450.70,443.00,444.95,446.850282763707892795,40670,1241,18173401.00,5414,13.31,7.70,0.55
8-July-2015,450.00,455.20,431.00,440.90,443.230742691538054603,86954,2609,38540686.00,10060,11.57,24.20,-9.10
7-July-2015,446.40,456.90,443.20,451.15,452.872813401256030834,148404,1644,67208137.00,109814,74.00,13.70,4.75
6-July-2015,444.00,448.10,439.00,445.20,443.829452866836515904,39643,1092,17594731.00,5597,14.12,9.10,1.20
3-July-2015,446.80,453.00,442.00,445.10,447.915947119371676667,61497,1694,27545487.00,8926,14.51,11.00,-1.70
2-July-2015,442.40,450.45,440.20,444.30,446.011135597425531604,68519,1709,30560237.00,25376,37.03,10.25,1.90
1-July-2015,450.00,450.00,436.30,438.55,443.325352263308467688,74802,2563,33161623.00,21344,28.53,13.70,-11.45
30-June-2015,423.05,445.00,423.05,443.20,436.247232229978233130,106584,3194,46496975.00,23065,21.64,21.95,20.15
29-June-2015,421.70,424.20,415.95,423.00,420.465336953307706782,37201,1271,15641731.00,7675,20.63,8.25,1.30
26-June-2015,423.05,426.00,412.10,422.70,419.916128076445860108,53999,1464,22675051.00,7499,13.89,13.90,-0.35
25-June-2015,424.10,427.60,420.00,424.40,421.425246146533577782,220905,1699,93094944.00,191895,86.87,7.60,0.30
24-June-2015,433.10,434.00,422.45,424.05,429.076080922031489418,45031,1171,19321725.00,11587,25.73,11.55,-9.05
23-June-2015,434.00,437.00,431.50,431.85,433.836483546369322817,29416,884,12761734.00,9140,31.07,5.50,-2.15
22-June-2015,432.40,436.35,429.05,431.40,432.220197895398146693,19101,1305,8255838.00,4777,25.01,7.30,-1.00
19-June-2015,434.95,437.20,427.60,429.05,432.753267681289167412,50265,1268,21752343.00,11180,22.24,9.60,-5.90
18-June-2015,430.35,439.50,429.90,432.15,433.955957530475815965,43231,1479,18760350.00,9061,20.96,9.60,1.80
17-June-2015,432.00,432.00,424.40,429.55,428.384820284577517027,29658,1163,12705037.00,5406,18.23,7.60,-2.45
16-June-2015,419.20,434.40,419.20,427.85,427.411483975478829844,125932,3570,53824783.00,23938,19.01,15.20,8.65
15-June-2015,412.45,421.60,410.05,412.25,417.404102021085585378,43442,1262,18132869.00,3525,8.11,11.55,-0.20
12-June-2015,405.15,414.00,404.40,410.30,408.374257728803183348,32670,1211,13341587.00,5830,17.85,9.60,5.15
11-June-2015,413.20,413.20,401.30,403.45,407.376618150110671406,29818,1033,12147156.00,5481,18.38,11.90,-9.75
10-June-2015,403.50,414.00,403.50,409.60,409.557878435927216415,36162,990,14810432.00,13130,36.31,10.50,6.10
9-June-2015,399.85,402.50,396.00,401.00,399.412170736991983161,32307,1228,12903809.00,7408,22.93,6.50,1.15
8-June-2015,406.00,407.60,395.50,400.10,399.626096256684491978,23375,1058,9341260.00,6075,25.99,12.10,-5.90
5-June-2015,407.60,412.20,402.00,406.00,406.521634433067880166,52740,1547,21439951.00,13184,25.00,10.20,-1.60
4-June-2015,415.00,415.00,403.50,406.20,407.751925565345985581,48687,1462,19852218.00,5720,11.75,11.50,-8.80
3-June-2015,435.00,435.00,400.50,412.20,412.165949148176767119,54354,1704,22402868.00,8568,15.76,34.50,-22.80
2-June-2015,434.80,434.80,424.35,426.10,428.828633871251000058,51247,1811,21976181.00,11879,23.18,10.45,-8.70
1-June-2015,434.75,439.70,431.20,434.20,435.506588082821612614,32407,992,14113462.00,1966,6.07,8.50,-0.55
29-May-2015,427.50,439.70,427.50,436.75,433.886382667641390310,75235,3570,32643442.00,25017,33.25,12.20,9.25
28-May-2015,432.10,438.00,428.30,429.75,431.893365520685923582,108117,2797,46695015.00,39381,36.42,9.70,-2.35
27-May-2015,441.75,444.40,429.00,437.80,436.253927969293682964,111508,3781,48645803.00,16908,15.16,15.40,-3.95
26-May-2015,449.00,449.10,442.25,446.10,445.524732640922119148,32447,1223,14455941.00,8404,25.90,6.85,-2.90
25-May-2015,442.00,444.80,438.90,440.85,441.568083313267517457,33224,939,14670658.00,7756,23.34,5.90,-1.15
22-May-2015,437.45,447.00,436.25,439.85,442.390595800813454985,36388,1274,16097709.00,10112,27.79,10.75,2.40
21-May-2015,438.15,441.80,436.00,438.80,439.066617750466232535,32709,1151,14361430.00,8919,27.27,5.80,0.65
20-May-2015,440.90,443.50,435.30,437.10,438.841976425511534470,37583,1306,16492998.00,12934,34.41,8.20,-3.80
19-May-2015,437.05,441.40,435.00,438.55,439.629194671003850845,167236,2166,73521828.00,135697,81.14,6.40,1.50
18-May-2015,434.25,442.60,433.55,435.65,437.753641376687583190,52590,1428,23021464.00,15140,28.79,9.05,1.40
15-May-2015,433.20,439.70,431.60,433.55,435.264596774193548387,37200,1241,16191843.00,6683,17.97,8.10,0.35
14-May-2015,426.70,438.50,423.75,430.45,432.519187086658491969,49747,1627,21516532.00,10341,20.79,14.75,3.75
13-May-2015,426.00,432.45,420.00,428.25,426.634209039033016718,54851,2003,23401313.00,8526,15.54,12.45,2.25
12-May-2015,433.55,434.25,421.30,423.65,426.897547961315008863,56973,2166,24321634.00,19263,33.81,12.95,-9.90
11-May-2015,431.85,433.60,427.00,429.05,430.708932427029188324,62525,1671,26930076.00,14170,22.66,6.60,-2.80
8-May-2015,435.00,435.00,422.70,427.40,427.994054580896686159,51300,3035,21956095.00,11397,22.22,12.30,-7.60
7-May-2015,437.05,439.60,407.00,417.45,424.035897980177326388,122486,6104,51938461.00,23192,18.93,32.60,-19.60
6-May-2015,442.00,453.00,433.45,439.95,443.474073866345102218,213954,13521,94883052.00,35675,16.67,19.55,-2.05
5-May-2015,439.00,448.80,438.50,442.10,443.384419216847647252,97248,4572,43118248.00,12792,13.15,10.30,3.10
4-May-2015,440.60,443.50,432.00,438.90,437.305574093955836694,68926,3373,30141724.00,12126,17.59,11.50,-1.70
30-April-2015,431.60,439.00,428.00,435.35,433.440524862469764753,46717,2847,20249041.00,9562,20.47,11.00,3.75
29-April-2015,445.80,450.00,432.50,435.35,439.425068630405917285,122759,4920,53943382.00,58477,47.64,17.50,-10.45
28-April-2015,432.70,451.90,432.70,443.90,439.215441440218708495,103151,3664,45305512.00,39957,38.74,19.20,11.20
27-April-2015,440.90,441.70,429.55,436.15,435.743351555756504583,48658,2928,21202400.00,12851,26.41,12.15,-4.75
24-April-2015,452.00,452.35,437.60,440.35,443.741510056050115397,54594,3122,24225624.00,11153,20.43,14.75,-11.65
23-April-2015,454.55,460.95,450.05,451.85,454.924960701580210143,72522,3883,32992068.00,9850,13.58,10.90,-2.70
22-April-2015,457.00,458.00,441.90,453.00,451.977473004488376183,176233,5546,79653346.00,72093,40.91,16.10,-4.00
21-April-2015,456.30,462.30,444.40,452.60,456.269709755524452662,97883,4740,44661048.00,17268,17.64,17.90,-3.70
20-April-2015,474.00,474.00,452.60,456.55,462.788381664755962337,106418,5967,49249014.00,19657,18.47,21.40,-17.45
17-April-2015,480.10,490.75,470.50,474.50,481.410213267511081882,117083,5428,56364952.00,22614,19.31,20.25,-5.60
16-April-2015,490.00,497.45,475.60,482.35,486.494234701406016147,189756,10957,92315200.00,46922,24.73,21.85,-7.65
15-April-2015,462.45,504.90,457.50,491.25,489.651548558420253505,474861,20249,232516424.00,60293,12.70,47.40,28.80
13-April-2015,453.95,466.40,452.00,462.90,461.048977449151690475,89531,4528,41278176.00,19953,22.29,14.40,8.95
10-April-2015,455.00,457.40,446.90,450.85,451.784882840499530554,99053,4339,44750648.00,19299,19.48,10.50,-4.15
9-April-2015,432.60,465.60,432.60,452.10,454.272687159876452419,380744,16002,172961600.00,48182,12.65,33.00,19.50
8-April-2015,423.75,431.90,419.50,428.65,425.272991030721023923,60317,3188,25651191.00,14331,23.76,12.40,4.90
7-April-2015,427.05,427.05,417.50,423.50,422.519021502568120484,34461,2067,14560428.00,5916,17.17,9.55,-3.55
6-April-2015,426.00,429.60,422.00,424.30,426.035534164511917257,39061,2140,16641374.00,12524,32.06,7.60,-1.70
1-April-2015,422.70,431.50,421.20,425.45,425.785161180283131502,58630,3227,24963784.00,15926,27.16,10.30,2.75
31-March-2015,416.65,424.00,413.40,420.75,417.971768658703980660,48811,3006,20401620.00,9895,20.27,10.60,4.10
30-March-2015,408.40,416.70,404.25,415.50,411.428705882352941176,48875,3307,20108578.00,13283,27.18,12.45,7.10
27-March-2015,404.20,408.85,389.00,405.00,397.336155005995559724,84229,3990,33467227.00,28808,34.20,19.85,0.80
26-March-2015,407.00,409.00,402.00,404.30,404.955299655375304698,59485,3986,24088766.00,16930,28.46,7.00,-2.70
25-March-2015,416.05,418.75,405.50,406.35,410.434166160547864876,47749,3139,19597821.00,11714,24.53,13.25,-9.70
24-March-2015,423.35,427.00,413.00,415.75,419.721895244950671126,47234,3290,19825144.00,9910,20.98,14.00,-7.60
23-March-2015,424.75,428.05,419.25,421.70,422.843938490090806654,30174,2058,12758893.00,4171,13.82,8.80,-3.05
20-March-2015,430.00,435.50,418.85,421.60,425.646715328467153284,59595,3535,25366416.00,21730,36.46,16.65,-8.40
19-March-2015,444.35,444.35,426.00,428.20,434.739940636141700475,56937,3046,24752788.00,12399,21.78,18.35,-16.15
18-March-2015,430.95,449.45,428.80,438.10,440.694499320208219095,133129,6737,58669218.00,34817,26.15,20.65,7.15
17-March-2015,431.90,435.00,423.50,429.05,429.751766643642739493,75284,4009,32353432.00,23837,31.66,11.50,-2.85
16-March-2015,424.00,425.80,417.60,421.15,421.416595654026416702,28164,1931,11868777.00,6940,24.64,8.20,-2.85
13-March-2015,432.50,436.90,420.10,423.60,427.447599041162976518,77594,3573,33167369.00,22133,28.52,16.80,-8.90
12-March-2015,429.20,434.45,424.50,430.10,429.072525191908584002,79986,3489,34319795.00,20617,25.78,9.95,0.90
11-March-2015,425.00,431.00,416.85,428.30,424.710378215496421687,90266,4377,38336907.00,12043,13.34,14.15,3.30
10-March-2015,418.10,437.85,417.65,422.40,426.988477061693760057,116203,5114,49617342.00,20770,17.87,20.20,4.30
9-March-2015,430.00,434.00,414.25,415.95,422.067662161816927675,78286,3866,33041989.00,29076,37.14,19.75,-14.05
5-March-2015,425.00,430.75,422.00,426.60,426.612601332370174171,62295,2968,26575832.00,15161,24.34,8.75,1.60
4-March-2015,444.00,446.00,420.60,423.35,433.618849348455856414,187094,8758,81127485.00,60457,32.31,25.40,-20.65
3-March-2015,424.95,431.70,412.00,429.50,424.785326753310446297,130496,6022,55432786.00,21051,16.13,19.70,4.55
2-March-2015,399.85,423.85,399.10,422.05,414.999697586507705728,85975,4723,35679599.00,20992,24.42,24.75,22.20
28-February-2015,403.00,405.40,391.05,397.20,398.733037554898270144,44628,2309,17794658.00,8882,19.90,14.35,-5.80
27-February-2015,396.35,403.60,394.25,400.25,400.425154367244170013,33362,2099,13358984.00,8339,25.00,9.35,3.90
26-February-2015,403.10,408.60,393.90,396.65,401.075405920139449304,30979,2101,12424915.00,5985,19.32,14.70,-6.45
25-February-2015,408.00,408.00,402.45,403.40,404.515869017632241813,23820,1213,9635568.00,5842,24.53,5.55,-4.60
24-February-2015,400.00,407.90,396.95,404.15,402.760507986069412753,33308,1873,13415147.00,6543,19.64,10.95,4.15
23-February-2015,410.90,415.40,396.10,399.25,406.528873097562315708,54601,2572,22196883.00,14012,25.66,19.30,-11.65
20-February-2015,413.00,414.95,408.60,410.95,411.513422459893048128,56100,2601,23085903.00,15171,27.04,6.35,-2.05
19-February-2015,416.00,417.00,404.70,411.90,411.059548004933381972,57567,2316,23663465.00,13864,24.08,12.30,-4.10
18-February-2015,408.00,415.00,402.90,412.45,410.231437255753365175,66787,2943,27398127.00,14206,21.27,12.10,4.45
16-February-2015,412.00,414.00,401.40,403.90,407.183621616339294439,51165,2473,20833550.00,15972,31.22,12.60,-8.10
13-February-2015,419.25,420.40,408.05,409.35,413.667586289982531172,83005,3762,34336478.00,14222,17.13,12.35,-9.90
12-February-2015,399.45,415.20,399.45,413.85,408.759680517642301081,59346,2805,24258252.00,16043,27.03,15.75,14.40
11-February-2015,387.20,399.30,385.45,396.30,394.432192955898677969,49545,2362,19542143.00,10803,21.80,13.85,9.10
10-February-2015,383.35,394.00,377.15,384.65,385.032390522584100589,39209,2020,15096735.00,6396,16.31,16.85,1.30
9-February-2015,389.00,392.70,381.45,386.60,385.138107585479476136,45508,2196,17526865.00,13144,28.88,11.25,-2.40
6-February-2015,408.80,411.00,391.00,394.80,401.331134382063938736,43354,2432,17399310.00,10015,23.10,20.00,-14.00
5-February-2015,417.25,424.60,405.05,406.55,416.717237500370030490,33781,2150,14077125.00,8096,23.97,19.55,-10.70
4-February-2015,417.25,423.55,413.90,416.00,418.490573023467760309,35112,1968,14694041.00,8031,22.87,9.65,-1.25
3-February-2015,412.00,418.00,407.80,413.90,413.044170673076923076,16640,1114,6873055.00,4695,28.22,10.20,1.90
2-February-2015,411.10,418.55,407.15,408.95,411.425751676400605667,18492,1003,7608085.00,7557,40.87,11.40,-2.15
30-January-2015,415.35,417.60,408.50,409.35,412.316438321978488183,40071,1932,16521932.00,14699,36.68,9.10,-6.00
29-January-2015,403.00,412.00,399.20,407.95,406.259795315933887306,153798,3792,62481944.00,110100,71.59,12.80,4.95
28-January-2015,404.00,414.00,400.00,403.85,406.854626792067350029,28389,1585,11550196.00,8261,29.10,14.00,-0.15
27-January-2015,415.00,418.20,404.00,406.60,407.397762256281240689,30209,1759,12307079.00,13873,45.92,14.20,-8.40
23-January-2015,421.45,423.60,411.20,416.25,415.846337567505894880,65735,2153,27335659.00,27496,41.83,12.40,-5.20
22-January-2015,424.00,427.00,414.30,418.05,421.076121562952243125,13820,1237,5819272.00,5222,37.79,12.70,-5.95
21-January-2015,425.10,429.00,421.20,423.85,425.200225046333068572,15108,819,6423925.00,4544,30.08,7.80,-1.25
20-January-2015,427.90,429.80,423.10,423.85,426.665164143561830243,23516,1219,10033458.00,6964,29.61,6.70,-4.05
19-January-2015,428.00,438.65,423.60,425.05,430.781438800626538375,53628,2575,23101947.00,18743,34.95,15.05,-2.95
16-January-2015,433.35,436.20,424.80,426.85,428.830253679924835577,41509,1872,17800315.00,16090,38.76,11.40,-6.50
15-January-2015,435.00,436.95,422.00,432.25,431.296080570557844719,110909,2541,47834617.00,73335,66.12,14.95,-2.75
14-January-2015,423.50,434.95,418.50,423.40,427.663166268894192521,37710,2741,16127178.00,5066,13.43,16.45,-0.10
13-January-2015,420.00,428.35,420.00,425.60,425.578564427354293900,26526,1023,11288897.00,13052,49.20,8.35,5.60
12-January-2015,425.00,428.00,419.15,420.60,424.074369266055045871,17440,1140,7395857.00,4265,24.46,8.85,-4.40
9-January-2015,420.00,430.95,420.00,424.75,424.698963317384370015,17556,974,7456015.00,4525,25.77,10.95,4.75
8-January-2015,428.55,429.45,421.00,424.20,425.095126660036272158,17093,1117,7266151.00,3080,18.02,8.45,-4.35
7-January-2015,417.00,426.20,413.00,423.55,421.575421417947446703,32272,1660,13605082.00,4315,13.37,13.20,6.55
6-January-2015,433.00,433.90,414.50,416.80,421.232168757474744904,39299,2352,16554003.00,11760,29.92,19.40,-16.20
5-January-2015,438.25,444.85,435.65,438.15,440.420887922346576141,18853,1273,8303255.00,2864,15.19,9.20,-0.10
2-January-2015,443.60,445.10,433.60,435.30,440.726913070410902333,121075,1597,53361011.00,105919,87.48,11.50,-8.30
1-January-2015,441.70,444.95,439.50,441.65,441.779895321427144512,25029,1537,11057309.00,3356,13.41,5.45,-0.05
