Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
22-July-2015,1051.00,1065.00,1037.00,1058.05,1055.430402475597409791,52351,2521,55252837.00,15032,28.71,28.00,7.05
21-July-2015,1079.80,1082.60,1038.65,1052.70,1055.921636483301840725,47101,2325,49734965.00,16206,34.41,43.95,-27.10
20-July-2015,1095.00,1095.00,1075.60,1082.70,1083.760281497758113846,33677,1997,36497795.00,8929,26.51,19.40,-12.30
17-July-2015,1105.00,1105.00,1086.00,1091.55,1092.186478318222044114,59889,2258,65409956.00,24492,40.90,19.00,-13.45
16-July-2015,1078.40,1100.00,1070.05,1090.15,1086.333137047749354855,57739,2429,62723789.00,28493,49.35,29.95,11.75
15-July-2015,1055.00,1077.75,1051.00,1073.05,1071.395617548220779818,43446,1767,46547854.00,10818,24.90,26.75,18.05
14-July-2015,1042.00,1060.95,1034.65,1054.35,1053.335341502932384016,43821,2834,46158208.00,14320,32.68,26.30,12.35
13-July-2015,1038.00,1042.00,1032.00,1038.85,1036.659424064290497804,53756,2069,55726664.00,20895,38.87,10.00,0.85
10-July-2015,1038.00,1041.45,1023.00,1029.50,1030.346174391201885310,63650,3172,65581534.00,23507,36.93,18.45,-8.50
9-July-2015,1020.00,1049.10,1018.15,1035.05,1039.236204476982109736,101899,4578,105897130.00,32893,32.28,30.95,15.05
8-July-2015,1010.00,1024.20,988.05,1017.05,1011.073008023188059344,133862,4660,135344255.00,51411,38.41,36.15,7.05
7-July-2015,1020.00,1024.80,1011.65,1017.25,1018.614497710597451315,18127,838,18464425.00,3722,20.53,13.15,-2.75
6-July-2015,1019.15,1023.45,997.00,1018.45,1012.001477888514153624,26389,1380,26705707.00,4240,16.07,26.45,-0.70
3-July-2015,1020.00,1033.15,1012.10,1019.05,1021.760660880476837812,47815,2043,48855486.00,12876,26.93,21.05,-0.95
2-July-2015,1022.00,1033.40,1011.30,1019.85,1024.583801436969301110,38275,1826,39215945.00,8558,22.36,22.10,-2.15
1-July-2015,998.00,1021.40,998.00,1018.20,1014.221001467900901710,133524,2779,135422845.00,80200,60.06,23.40,20.20
30-June-2015,989.50,1000.40,985.50,993.50,993.394567793700114741,119399,3211,118610318.00,48310,40.46,14.90,4.00
29-June-2015,959.70,976.00,950.40,972.85,966.327238011309392670,54468,2169,52633912.00,7578,13.91,25.60,13.15
26-June-2015,980.00,997.00,965.35,982.50,981.396606027010683329,79376,2822,77899337.00,5267,6.64,31.65,2.50
25-June-2015,979.40,990.00,972.50,984.60,979.388816839584996009,40096,2003,39269574.00,7745,19.32,17.50,5.20
24-June-2015,995.00,1000.90,975.10,980.00,985.525663147922587630,59112,2240,58256393.00,12404,20.98,25.80,-15.00
23-June-2015,987.50,1015.60,980.40,998.85,1001.457193206170412482,112926,4304,113090555.00,19861,17.59,35.20,11.35
22-June-2015,985.00,988.75,977.00,982.55,982.613586521391025864,57454,1938,56455081.00,11051,19.23,11.75,-2.45
19-June-2015,990.50,1000.90,972.50,984.60,981.870581683008017407,231621,5325,227421846.00,123293,53.23,28.40,-5.90
18-June-2015,969.00,999.00,959.85,987.80,981.260264241475532566,235088,5806,230682513.00,107387,45.68,39.15,18.80
17-June-2015,930.00,986.65,929.95,971.10,967.487781436906277743,368333,13117,356357677.00,69386,18.84,56.70,41.10
16-June-2015,891.10,929.90,891.00,924.05,909.162046191568456853,101144,3934,91956286.00,33548,33.17,38.90,32.95
15-June-2015,889.00,895.25,881.30,887.80,889.845213409365819941,69444,2602,61794411.00,16996,24.47,13.95,-1.20
12-June-2015,858.00,881.60,852.95,880.00,869.177877778777787777,55555,3511,48287177.00,18020,32.44,28.65,22.00
11-June-2015,862.00,874.00,860.35,866.30,867.502246463899417583,54085,2592,46918859.00,19442,35.95,13.65,4.30
10-June-2015,849.00,867.40,849.00,857.15,859.597729789590254706,46956,2063,40363271.00,15413,32.82,18.40,8.15
9-June-2015,854.90,855.00,837.45,847.95,848.292418260478971134,42299,2069,35881921.00,11000,26.01,17.55,-6.95
8-June-2015,850.00,860.00,832.30,854.90,849.396467067608007205,34419,1871,29235377.00,8887,25.82,27.70,4.90
5-June-2015,837.50,859.00,831.00,843.00,846.855758101851851851,69120,2890,58534670.00,19246,27.84,28.00,5.50
4-June-2015,859.95,859.95,822.30,834.10,833.995323981295925183,83832,3127,69915496.00,24051,28.69,37.65,-25.85
3-June-2015,865.00,868.10,830.90,853.95,851.227062575973236641,96251,3227,81931456.00,12527,13.01,37.20,-11.05
2-June-2015,875.00,885.20,853.65,860.70,872.533944641042190618,134793,4420,117611468.00,26188,19.43,31.55,-14.30
1-June-2015,857.00,870.00,820.00,865.20,850.937001130714625024,149463,6134,127183597.00,31743,21.24,50.00,8.20
29-May-2015,878.65,881.10,857.50,877.15,871.233818427954987731,94552,3552,82376900.00,14652,15.50,23.60,-1.50
28-May-2015,865.00,868.45,851.00,857.30,859.084018264840182648,55845,2146,47975547.00,14416,25.81,17.45,-7.70
27-May-2015,858.75,866.00,852.50,861.30,858.762036278525453481,42725,1969,36690608.00,8969,20.99,13.50,2.55
26-May-2015,874.00,875.00,858.00,866.30,866.795630461922596754,40050,1365,34715165.00,13629,34.03,17.00,-7.70
25-May-2015,885.00,885.40,870.00,871.35,875.332304705970186397,40183,1439,35173478.00,12371,30.79,15.40,-13.65
22-May-2015,904.50,905.00,876.75,884.90,888.965417321641635575,52801,2268,46938263.00,10199,19.32,28.25,-19.60
21-May-2015,907.20,913.60,889.70,896.20,898.191499635388951299,101478,2734,91146677.00,38427,37.87,23.90,-11.00
20-May-2015,918.20,929.90,903.75,907.00,914.195150969484549342,93297,3510,85291665.00,27395,29.36,26.15,-11.20
19-May-2015,905.00,913.50,896.05,899.35,903.764201132658314741,46616,1799,42129872.00,9693,20.79,17.45,-5.65
18-May-2015,902.05,910.00,890.25,905.80,901.862862152458879519,47908,1885,43206446.00,7711,16.10,19.75,3.75
15-May-2015,915.00,919.35,882.00,899.65,899.419445787563249545,146839,5256,132069852.00,14936,10.17,37.35,-15.35
14-May-2015,899.50,918.05,888.80,914.10,906.435686050140434827,153808,6459,139417060.00,33006,21.46,29.25,14.60
13-May-2015,874.00,901.90,870.40,889.70,885.950904824183061097,107811,3957,95515253.00,20185,18.72,31.50,15.70
12-May-2015,873.00,876.40,849.60,870.05,865.114805799047881716,83393,2987,72144519.00,12246,14.68,26.80,-2.95
11-May-2015,842.00,873.60,842.00,868.75,859.893577483311176865,69957,2930,60155575.00,11894,17.00,31.60,26.75
8-May-2015,840.00,854.00,831.00,834.80,843.435645278576127982,86637,6066,73072734.00,26710,30.83,23.00,-5.20
7-May-2015,859.00,859.00,807.00,826.00,825.616607207022226785,155848,13205,128670697.00,53937,34.61,52.00,-33.00
6-May-2015,892.50,895.00,842.65,846.40,863.067959842795439511,102796,8340,88719934.00,29783,28.97,52.35,-46.10
5-May-2015,907.40,916.00,890.20,896.95,900.770903165735567970,107400,7629,96742795.00,33828,31.50,25.80,-10.45
4-May-2015,910.00,929.60,888.85,906.15,909.579875185462777429,130754,9549,118931207.00,32464,24.83,40.75,-3.85
30-April-2015,854.00,893.55,844.55,890.30,875.885895217117684078,76272,5177,66805569.00,15930,20.89,49.00,36.30
29-April-2015,865.00,865.00,843.50,858.70,855.862843159541607049,74783,5131,64003991.00,9057,12.11,21.50,-6.30
28-April-2015,867.20,872.00,818.00,859.80,846.389239549913981494,172056,11122,145626347.00,17392,10.11,54.00,-7.40
27-April-2015,905.00,909.00,862.40,868.25,875.048732454883987396,55856,5127,48876722.00,10359,18.55,46.60,-36.75
24-April-2015,895.85,909.45,885.00,891.20,897.948970501303004820,120107,7578,107849957.00,24938,20.76,24.45,-4.65
23-April-2015,904.45,911.00,886.55,892.70,897.165692148511754373,83118,5254,74570618.00,13391,16.11,24.45,-11.75
22-April-2015,894.00,921.90,875.00,896.70,899.850183652544096079,231143,12696,207994071.00,54796,23.71,46.90,2.70
21-April-2015,904.90,904.90,873.75,885.60,886.682908560124455029,156201,11921,138500757.00,39718,25.43,31.15,-19.30
20-April-2015,900.00,920.90,882.00,901.60,902.221975263535365837,295596,18235,266693207.00,40621,13.74,38.90,1.60
17-April-2015,880.50,881.00,853.00,864.45,865.938208936516889139,95742,6862,82906656.00,15451,16.14,28.00,-16.05
16-April-2015,913.10,919.15,862.90,879.65,885.292320287110618627,120929,8426,107057515.00,19475,16.10,56.25,-33.45
15-April-2015,926.00,940.00,901.10,907.20,924.466024417202572347,159232,15782,147204574.00,27948,17.55,38.90,-18.80
13-April-2015,871.00,920.00,862.00,917.35,898.909105494141514511,193224,19392,173690813.00,43733,22.63,58.00,46.35
10-April-2015,865.00,881.80,852.55,870.75,873.196776846557531134,102136,6217,89184826.00,29785,29.16,29.25,5.75
9-April-2015,890.00,890.10,857.20,864.70,868.516786935735133489,111694,6921,97008114.00,25385,22.73,32.90,-25.30
8-April-2015,878.50,901.20,867.65,884.00,884.333795976759069860,398435,23143,352349536.00,65995,16.56,33.55,5.50
7-April-2015,854.00,861.00,835.00,844.40,849.900290326326791313,129165,7807,109777371.00,17452,13.51,26.00,-9.60
6-April-2015,790.10,862.20,790.10,847.95,835.592786326164977792,173587,10453,145048045.00,31671,18.25,72.10,57.85
1-April-2015,786.00,791.00,783.00,788.60,788.250213436658567019,45681,2572,36008058.00,10933,23.93,8.00,2.60
31-March-2015,784.00,798.60,780.80,786.00,788.578957218834318511,64117,5301,50561317.00,15995,24.95,17.80,2.00
30-March-2015,776.20,789.00,770.30,784.20,783.097444267220594235,26959,2567,21111524.00,6216,23.06,18.70,8.00
27-March-2015,796.00,796.00,752.25,773.10,769.011441188277800080,84694,6272,65130655.00,15086,17.81,43.75,-22.90
26-March-2015,805.05,808.40,787.50,791.85,797.735644452034325235,46846,4596,37370724.00,13193,28.16,20.90,-13.20
25-March-2015,814.55,820.40,802.40,805.70,811.678703502284098324,59761,4589,48506731.00,6932,11.60,18.00,-8.85
24-March-2015,792.65,816.50,791.15,810.00,807.155642980083599704,69139,5307,55805934.00,15703,22.71,25.35,17.35
23-March-2015,811.10,824.40,790.00,793.45,807.921287213170690096,93784,7369,75770090.00,35136,37.46,34.40,-17.65
20-March-2015,857.00,879.05,825.65,830.90,854.868473799140619496,156159,10740,133495406.00,31321,20.06,53.40,-26.10
19-March-2015,833.60,860.55,824.00,852.70,849.518248487208959902,210538,10291,178855873.00,121133,57.53,36.55,19.10
18-March-2015,811.00,825.80,808.25,823.60,821.403998568991138752,72676,5609,59696357.00,28430,39.12,17.55,12.60
17-March-2015,815.55,830.95,805.80,808.15,815.862988715376724039,61411,4601,50102962.00,13813,22.49,25.15,-7.40
16-March-2015,842.00,843.05,809.05,813.55,821.787904739945320992,60718,4944,49897318.00,9936,16.36,34.00,-28.45
13-March-2015,841.00,864.40,835.00,841.60,849.909895450330914090,156385,10023,132913159.00,41031,26.24,29.40,0.60
12-March-2015,834.75,849.10,825.00,837.55,839.355870534620473366,81628,5593,68514941.00,19684,24.11,24.10,2.80
11-March-2015,850.00,862.20,826.45,831.90,843.696802628415738440,62395,4803,52642462.00,14226,22.80,35.75,-18.10
10-March-2015,847.00,864.50,838.80,847.45,852.289955737146748382,73425,5630,62579390.00,13174,17.94,25.70,0.45
9-March-2015,835.25,859.75,835.25,840.80,847.990386251488854857,164556,8590,139541906.00,56197,34.15,24.50,5.55
5-March-2015,804.00,842.85,804.00,830.90,821.032909034461347407,109514,6691,89914598.00,45285,41.35,38.85,26.90
4-March-2015,802.00,813.55,794.20,798.70,805.144191820201228276,107142,5898,86264759.00,35774,33.39,19.35,-3.30
3-March-2015,789.00,806.25,785.00,799.25,800.308086799190002036,166914,4468,133582624.00,117480,70.38,21.25,10.25
2-March-2015,790.05,798.00,784.00,787.60,790.991377349046730672,43954,2515,34767235.00,5023,11.43,14.00,-2.45
28-February-2015,781.00,791.20,766.80,788.65,783.417806541178392062,48982,2663,38373371.00,13417,27.39,24.40,7.65
27-February-2015,775.00,788.50,774.30,779.95,782.236666089066019753,57710,5175,45142878.00,15387,26.66,14.20,4.95
26-February-2015,800.00,802.80,767.10,770.35,779.214676230124893414,59811,4809,46605609.00,16630,27.80,35.70,-29.65
25-February-2015,814.00,818.50,784.80,788.65,802.999044317740054425,61736,4322,49573949.00,14895,24.13,33.70,-25.35
24-February-2015,790.55,810.50,790.55,807.40,803.505022368532117835,82929,4935,66633868.00,18147,21.88,19.95,16.85
23-February-2015,790.00,796.00,779.25,792.50,788.933533465815398926,47302,3066,37318134.00,7455,15.76,16.75,2.50
20-February-2015,778.00,798.15,768.95,787.00,788.226809598088347549,90393,6596,71250186.00,19869,21.98,29.20,9.00
19-February-2015,782.50,783.90,765.00,771.60,772.443428571428571428,23625,1788,18248976.00,3778,15.99,18.90,-10.90
18-February-2015,774.30,786.40,771.90,779.55,778.564135133930561126,44874,4878,34937287.00,8206,18.29,14.50,5.25
16-February-2015,772.00,782.65,764.40,769.60,774.443093289689034369,61100,3968,47318473.00,8648,14.15,18.25,-2.40
13-February-2015,741.00,777.50,735.00,766.55,765.235992379117649141,141191,9301,108044435.00,30964,21.93,42.50,25.55
12-February-2015,757.00,757.00,730.00,743.70,739.606214331008243500,135622,7488,100306874.00,20808,15.34,27.00,-13.30
11-February-2015,752.40,772.00,741.50,747.40,755.717958507882360497,280246,13331,211786935.00,76182,27.18,30.50,-5.00
10-February-2015,736.00,753.90,725.50,746.55,746.704757926396257153,119695,5562,89376826.00,59855,50.01,28.40,10.55
9-February-2015,738.00,748.00,725.25,733.65,737.614939895717433514,45837,2757,33810056.00,7236,15.79,22.75,-4.35
6-February-2015,746.50,750.00,732.95,738.45,740.549116826774093585,38724,2610,28677024.00,11899,30.73,17.05,-8.05
5-February-2015,735.00,752.00,732.10,742.15,746.959951089495232599,145572,6331,108736454.00,68305,46.92,19.90,7.15
4-February-2015,711.45,733.85,708.00,728.10,726.370257807587507859,47710,3265,34655125.00,12393,25.98,25.85,16.65
3-February-2015,720.00,720.20,705.00,706.10,708.951276043634897840,39693,3238,28140403.00,15343,38.65,15.20,-13.90
2-February-2015,722.40,725.40,715.15,716.90,719.760084033613445378,21420,1299,15417261.00,7364,34.38,10.25,-5.50
30-January-2015,728.25,728.50,716.20,720.50,721.193561208267090620,25160,1505,18145230.00,6904,27.44,12.30,-7.75
29-January-2015,728.85,732.65,717.00,720.80,725.683214840238620576,48948,2876,35520742.00,20799,42.49,15.65,-8.05
28-January-2015,732.00,739.55,723.75,728.85,731.909483453098314697,31033,1958,22713347.00,8885,28.63,15.80,-3.15
27-January-2015,729.00,736.00,726.45,733.00,731.880225549290297491,30858,1616,22584360.00,14041,45.50,9.55,4.00
23-January-2015,748.80,752.85,722.00,726.55,733.124238225083068854,67113,4046,49202167.00,25384,37.82,30.85,-22.25
22-January-2015,740.00,753.55,736.80,744.95,747.546197211626101340,59246,3803,44289122.00,14646,24.72,16.75,4.95
21-January-2015,735.10,737.70,729.00,735.80,734.527265004737478354,30607,1933,22481676.00,9901,32.35,8.70,0.70
20-January-2015,739.00,743.55,731.00,733.30,737.037714370561013635,40409,2102,29782957.00,11808,29.22,12.55,-5.70
19-January-2015,725.00,740.40,725.00,736.85,735.967147982328698075,67454,3168,49643928.00,25585,37.93,15.40,11.85
16-January-2015,716.50,727.15,716.50,722.20,722.715043611186044420,33363,2274,24111942.00,9327,27.96,10.65,5.70
15-January-2015,715.00,723.90,715.00,716.75,717.610678006142215922,46563,3645,33414106.00,19317,41.49,8.90,1.75
14-January-2015,730.00,730.00,715.90,718.40,722.981598606718914707,43638,2523,31549471.00,14811,33.94,14.10,-11.60
13-January-2015,726.20,739.50,720.55,727.70,729.732612872238232468,62460,3829,45579099.00,15981,25.59,18.95,1.50
12-January-2015,738.50,740.55,725.50,727.40,729.331668018100494363,38231,2215,27883079.00,11632,30.43,15.05,-11.10
9-January-2015,744.90,751.90,726.20,734.45,738.938474234366403814,43624,4602,32235452.00,13364,30.63,25.70,-10.45
8-January-2015,730.65,744.00,726.20,740.25,734.909782346245386499,57982,3981,42611539.00,14165,24.43,17.80,9.60
7-January-2015,724.90,729.00,703.50,718.65,717.074668433220219827,73967,4690,53039862.00,25060,33.88,25.50,-6.25
6-January-2015,753.00,753.00,714.60,721.20,729.011639270459311965,91071,6765,66391819.00,31434,34.52,38.40,-31.80
5-January-2015,775.00,778.00,748.85,750.95,758.350125331232543149,69815,5612,52944214.00,24778,35.49,29.15,-24.05
2-January-2015,783.05,783.05,765.05,767.95,769.399430740037950664,36890,2820,28383145.00,12476,33.82,18.00,-15.10
1-January-2015,788.00,788.90,773.70,775.45,781.303391639214958474,64659,4134,50518296.00,13399,20.72,15.20,-12.55
