Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
22-June-2016,531.90,537.55,516.50,522.40,527.028373756218905472,12864,929,6779693.00,3654,28.40,21.05,-9.50
21-June-2016,536.00,539.00,526.15,527.40,531.641971790853397919,7019,692,3731595.00,3019,43.01,12.85,-8.60
20-June-2016,538.00,548.00,532.50,534.55,540.191018004149655310,14941,1324,8070994.00,4417,29.56,15.50,-3.45
17-June-2016,549.95,552.75,533.30,537.05,539.915646169880145909,15352,1097,8288785.00,5265,34.30,19.45,-12.90
16-June-2016,558.30,560.30,540.85,544.65,551.844374569262577532,23216,1716,12811619.00,4132,17.80,19.45,-13.65
15-June-2016,578.90,587.60,549.20,554.15,565.451641770496317202,43581,2784,24642948.00,8164,18.73,38.40,-24.75
14-June-2016,556.50,569.50,556.50,565.45,562.509766656108119522,18942,1020,10655060.00,6985,36.88,13.00,8.95
13-June-2016,531.00,558.00,523.50,554.55,548.430188259503350852,35961,1893,19722098.00,12052,33.51,34.50,23.55
10-June-2016,520.65,545.00,520.65,531.85,537.263228204681419527,17217,1538,9250061.00,5947,34.54,24.35,11.20
9-June-2016,535.00,539.00,524.00,526.10,531.819713038053649407,9618,765,5115042.00,2290,23.81,15.00,-8.90
8-June-2016,512.00,542.00,511.55,537.95,531.466623361736272973,52342,2941,27818026.00,9146,17.47,30.45,25.95
7-June-2016,491.10,533.40,491.10,512.45,520.867275954711187871,41688,3067,21713915.00,14102,33.83,42.30,21.35
6-June-2016,493.90,508.50,492.00,503.85,503.882307986243790599,7851,643,3955980.00,3510,44.71,16.50,9.95
3-June-2016,497.00,500.00,492.30,495.80,495.808026888098062475,5058,511,2507797.00,3132,61.92,7.70,-1.20
2-June-2016,499.50,504.00,494.80,499.00,499.970175601598067453,10763,867,5381179.00,5195,48.27,9.20,-0.50
1-June-2016,483.60,500.00,483.60,497.35,495.578314072059823249,14710,1279,7289957.00,5945,40.41,16.40,13.75
31-May-2016,475.80,494.90,474.70,485.70,486.157946026986506746,13340,1179,6485347.00,4463,33.46,20.20,9.90
30-May-2016,483.95,484.00,471.00,474.70,476.590299572039942938,3505,347,1670449.00,2090,59.63,13.00,-9.25
27-May-2016,479.10,479.10,469.00,475.55,474.425298609751321715,5107,478,2422890.00,1308,25.61,10.10,-3.55
26-May-2016,480.50,480.60,469.60,475.15,475.375949367088607594,5530,702,2628829.00,1432,25.90,11.00,-5.35
25-May-2016,487.00,487.00,473.30,474.95,475.765804597701149425,6960,492,3311330.00,2384,34.25,13.70,-12.05
24-May-2016,475.00,478.00,472.00,474.80,474.317222963951935914,3745,544,1776318.00,1434,38.29,6.00,-0.20
23-May-2016,477.00,479.00,472.30,474.15,475.098253004584314211,8071,827,3834518.00,3371,41.77,6.70,-2.85
20-May-2016,473.40,477.20,471.00,473.75,473.932609253399469768,11693,726,5541694.00,4356,37.25,6.20,0.35
19-May-2016,479.45,480.00,471.80,474.00,474.941404923599320882,47120,450,22379239.00,44289,93.99,8.20,-5.45
18-May-2016,475.45,486.80,475.00,479.20,481.226729411764705882,10625,1056,5113034.00,3246,30.55,11.80,3.75
17-May-2016,478.45,483.95,471.45,478.45,479.668433881779402803,16410,1574,7871359.00,6815,41.53,12.50,0.00
16-May-2016,487.95,487.95,467.00,474.30,472.162582027588054104,7467,730,3525638.00,2066,27.67,20.95,-13.65
13-May-2016,470.25,480.00,470.20,472.30,475.340868564854759850,17385,1019,8263801.00,3967,22.82,9.80,2.05
12-May-2016,488.60,488.60,472.00,473.10,474.663610447646197703,12979,916,6160659.00,5129,39.52,16.60,-15.50
11-May-2016,471.40,481.00,460.00,475.05,474.672816234860030480,12467,997,5917746.00,3304,26.50,21.00,3.65
10-May-2016,490.00,490.00,469.00,471.40,477.365307867730900798,14032,1025,6698390.00,5978,42.60,21.00,-18.60
9-May-2016,490.00,495.00,475.60,482.95,485.612788672502318427,44211,2620,21469427.00,8854,20.03,19.40,-7.05
6-May-2016,464.10,492.60,456.20,484.65,479.514983888054111316,225609,13956,108182896.00,14611,6.48,36.40,20.55
5-May-2016,459.60,463.40,453.45,461.45,460.371589731783124208,8687,667,3999248.00,2773,31.92,9.95,1.85
4-May-2016,467.40,473.90,455.05,460.55,466.739523638968481375,11168,846,5212547.00,5906,52.88,18.85,-6.85
3-May-2016,478.75,482.00,467.00,468.30,473.287830080367393800,8710,732,4122337.00,4795,55.05,15.00,-10.45
2-May-2016,470.00,481.10,470.00,478.00,477.907415121849614663,9602,731,4588867.00,4186,43.60,11.10,8.00
29-April-2016,470.00,481.65,468.10,471.35,474.298605305996744247,22729,1570,10780333.00,8694,38.25,13.55,1.35
28-April-2016,483.60,486.40,468.55,470.50,475.008681852128454070,10712,935,5088293.00,5516,51.49,17.85,-13.10
27-April-2016,489.95,493.00,479.50,481.60,484.662935070221860370,9826,1053,4762298.00,5813,59.16,13.50,-8.35
26-April-2016,494.00,494.30,485.15,488.15,489.079981143934632306,6364,638,3112505.00,3395,53.35,9.15,-5.85
25-April-2016,501.00,501.00,493.00,494.30,495.210291734197730956,4936,342,2444358.00,2339,47.39,8.00,-6.70
22-April-2016,504.25,504.80,497.00,498.70,499.928872053872053872,2376,274,1187831.00,932,39.23,7.80,-5.55
21-April-2016,508.35,519.00,500.00,502.70,508.589322510146737433,16015,1187,8145058.00,4275,26.69,19.00,-5.65
20-April-2016,512.00,515.00,501.05,502.05,505.656658646301914426,9559,795,4833572.00,4099,42.88,13.95,-9.95
18-April-2016,497.40,514.00,497.40,510.45,509.618237704918032786,24400,1538,12434685.00,8576,35.15,16.60,13.05
13-April-2016,499.20,503.15,490.00,493.25,497.755956043956043956,11375,715,5661974.00,5400,47.47,13.15,-5.95
12-April-2016,499.00,503.00,493.90,497.05,497.794569918308505526,4162,402,2071821.00,1550,37.24,9.10,-1.95
11-April-2016,502.00,502.00,493.25,498.35,497.063517179023508137,4424,444,2199009.00,1192,26.94,8.75,-3.65
8-April-2016,491.15,501.50,490.60,499.00,497.309704228794915668,4091,418,2034494.00,2354,57.54,10.90,7.85
7-April-2016,492.00,497.00,488.00,490.90,492.159854014598540145,5480,439,2697036.00,2369,43.23,9.00,-1.10
6-April-2016,496.90,497.50,485.05,489.60,488.962468675330730229,17159,1728,8390107.00,11632,67.79,12.45,-7.30
5-April-2016,505.85,511.45,491.00,494.35,500.130274299775638705,13817,971,6910300.00,5250,38.00,20.45,-11.50
4-April-2016,497.50,512.00,497.50,506.55,505.443261313687859840,32306,1179,16328850.00,21284,65.88,14.50,9.05
1-April-2016,495.10,507.40,492.20,497.50,498.389248704663212435,15440,1233,7695130.00,3384,21.92,15.20,2.40
31-March-2016,496.15,502.00,490.05,497.10,497.331676715007332572,12274,916,6104249.00,1481,12.07,11.95,0.95
30-March-2016,502.50,512.00,490.20,494.25,501.876106194690265486,30849,1854,15482376.00,8910,28.88,21.80,-8.25
29-March-2016,496.90,498.50,480.00,489.10,490.975926817525276841,18693,830,9177813.00,9434,50.47,18.50,-7.80
28-March-2016,512.00,520.00,486.00,489.20,502.404006918420294032,20814,1183,10457037.00,6508,31.27,34.00,-22.80
23-March-2016,490.75,513.50,490.75,504.40,504.840475091282998279,23827,1376,12028834.00,4349,18.25,22.75,13.65
22-March-2016,490.00,507.00,488.75,493.10,497.983029240697952354,12551,774,6250185.00,2393,19.07,18.25,3.10
21-March-2016,498.00,500.00,481.40,492.45,492.901880341880341880,17550,1090,8650428.00,2828,16.11,18.60,-5.55
18-March-2016,471.55,497.90,470.00,491.05,485.374807913945447560,20824,1272,10107445.00,7399,35.53,27.90,19.50
17-March-2016,486.70,486.70,463.00,469.45,476.995419847328244274,28165,1345,13434576.00,10860,38.56,23.70,-17.25
16-March-2016,468.30,488.80,468.30,484.35,481.072064599133261105,59072,2677,28417889.00,12842,21.74,20.50,16.05
15-March-2016,468.30,474.65,465.00,469.15,470.386713175836372284,12614,873,5933458.00,3043,24.12,9.65,0.85
14-March-2016,467.95,480.00,465.00,468.10,473.684202406664609688,77784,3785,36845052.00,32516,41.80,15.00,0.15
11-March-2016,469.00,471.95,457.00,460.70,467.198245581080827244,53237,2792,24872233.00,19278,36.21,14.95,-8.30
10-March-2016,455.50,486.20,455.50,465.35,474.944352348078844581,88072,4590,41829299.00,20701,23.50,30.70,9.85
9-March-2016,461.35,465.70,452.05,454.75,456.048405234103455326,19564,1715,8922131.00,8297,42.41,13.65,-6.60
8-March-2016,480.00,480.55,465.00,468.45,468.590905713648859499,13459,1156,6306765.00,3785,28.12,15.55,-11.55
4-March-2016,495.00,496.80,474.55,480.95,480.632525374241090049,21577,1749,10370608.00,5764,26.71,22.25,-14.05
3-March-2016,465.00,498.80,462.85,493.10,486.513758664500876501,62179,3397,30250939.00,11000,17.69,35.95,28.10
2-March-2016,452.00,477.85,452.00,463.95,469.128977724741447891,40224,2244,18870244.00,8647,21.50,25.85,11.95
1-March-2016,423.00,469.90,422.10,462.10,457.044593408588808522,132172,6441,60408498.00,15144,11.46,47.80,39.10
29-February-2016,426.00,433.40,409.00,419.35,420.364220292613298441,33628,2186,14136008.00,6838,20.33,24.40,-6.65
26-February-2016,452.90,452.90,419.90,426.95,431.486938861264794453,42837,2390,18483606.00,9085,21.21,33.00,-25.95
25-February-2016,463.00,468.80,443.55,446.75,453.755284114723669241,33402,1961,15156334.00,6497,19.45,25.25,-16.25
24-February-2016,452.00,497.20,450.00,462.40,482.902194632822409773,141117,6974,68145709.00,10437,7.40,47.20,10.40
23-February-2016,468.05,468.60,454.05,455.60,458.858111062527328377,9148,726,4197634.00,2990,32.68,14.55,-12.45
22-February-2016,475.00,478.50,465.05,468.60,470.254709952102182011,9395,638,4418043.00,3038,32.34,13.45,-6.40
19-February-2016,478.10,489.00,465.00,469.90,472.292600000000000000,15000,1135,7084389.00,3353,22.35,24.00,-8.20
18-February-2016,501.05,516.35,475.00,478.60,492.659785445056538126,17245,1485,8495918.00,5909,34.27,41.35,-22.45
17-February-2016,495.80,506.00,475.95,498.85,494.915322051685688049,15246,746,7545479.00,5892,38.65,30.05,3.05
16-February-2016,504.70,507.00,492.35,499.05,499.798415175891463561,8329,612,4162821.00,2122,25.48,14.65,-5.65
15-February-2016,494.95,506.60,493.95,500.95,501.923350995797551617,10946,627,5494053.00,4670,42.66,12.65,6.00
12-February-2016,488.75,497.00,461.00,492.25,481.766296156744536548,10616,837,5114431.00,3695,34.81,36.00,3.50
11-February-2016,500.85,518.20,481.30,486.95,504.204355277749773162,19838,1199,10002406.00,6244,31.47,36.90,-13.90
10-February-2016,529.95,529.95,494.70,506.15,505.179309132460226773,11377,1036,5747425.00,2782,24.45,35.25,-23.80
9-February-2016,540.00,540.00,506.90,509.55,516.587299447215855467,7417,875,3831528.00,2305,31.08,33.10,-30.45
8-February-2016,540.00,541.90,521.85,527.85,533.570121021051561069,9833,645,5246595.00,2049,20.84,20.05,-12.15
5-February-2016,543.85,543.85,526.15,529.80,532.228943724033740400,15886,1343,8454989.00,5137,32.34,17.70,-14.05
4-February-2016,559.70,559.70,538.10,544.65,548.682731815657967795,18010,1172,9881776.00,3969,22.04,21.60,-15.05
3-February-2016,546.00,546.00,531.00,539.05,536.683237558278217499,18446,1003,9899659.00,7331,39.74,15.00,-6.95
2-February-2016,535.80,557.00,535.80,547.65,548.333297281707405003,27738,1754,15209669.00,5007,18.05,21.20,11.85
1-February-2016,545.00,554.95,524.40,531.50,540.110452586206896551,16704,1202,9022005.00,4164,24.93,30.55,-13.50
29-January-2016,534.80,556.50,530.50,552.00,548.368611215656755739,39855,2375,21855231.00,4717,11.84,26.00,17.20
28-January-2016,516.20,537.00,516.20,532.65,530.421111456069543619,16105,1063,8542432.00,2772,17.21,20.80,16.45
27-January-2016,513.10,535.50,500.60,530.85,524.665788366178112019,54651,3729,28673510.00,8745,16.00,34.90,17.75
25-January-2016,483.00,517.80,475.30,511.50,501.774075112107623318,71360,4157,35806598.00,13652,19.13,42.50,28.50
22-January-2016,490.00,493.80,473.05,480.30,482.365419053116073939,67569,3489,32592949.00,7874,11.65,20.75,-9.70
21-January-2016,447.00,513.00,447.00,494.45,484.888526912181303116,141200,9527,68466260.00,28327,20.06,66.00,47.45
20-January-2016,473.00,477.00,440.75,444.75,454.621433405374724387,45807,2380,20824844.00,16675,36.40,36.25,-28.25
19-January-2016,515.00,515.00,467.00,473.05,477.882339501941969385,52524,3204,25100292.00,17754,33.80,48.00,-41.95
18-January-2016,510.00,520.00,475.80,485.75,495.066487942634791322,76841,3230,38041404.00,18988,24.71,44.20,-24.25
15-January-2016,575.00,585.90,505.70,517.15,542.419806794433677088,263657,13000,143012779.00,26133,9.91,80.20,-57.85
14-January-2016,535.00,594.00,530.20,572.05,573.827349451107303762,78795,4017,45214726.00,20702,26.27,63.80,37.05
13-January-2016,568.90,568.90,534.85,547.00,552.195024744886786668,22833,1455,12608269.00,5365,23.50,34.05,-21.90
12-January-2016,549.15,571.00,549.15,556.00,559.900515590473852197,40730,2532,22804748.00,8057,19.78,21.85,6.85
11-January-2016,537.00,571.80,530.95,543.25,553.984556971986150456,50832,3813,28160143.00,10286,20.24,40.85,6.25
8-January-2016,546.40,547.55,524.00,536.70,538.153245428145357507,25482,1849,13713221.00,11748,46.10,23.55,-9.70
7-January-2016,565.00,565.00,535.05,538.30,551.776794898169101008,9722,1263,5364374.00,4897,50.37,29.95,-26.70
6-January-2016,575.00,578.00,565.95,568.30,572.274602128260664846,10619,1166,6076984.00,3579,33.70,12.05,-6.70
5-January-2016,581.10,584.90,570.55,573.00,576.843857634902411021,7839,964,4521879.00,3381,43.13,14.35,-8.10
4-January-2016,578.00,589.00,577.20,581.10,584.299782372143634385,9190,782,5369715.00,3162,34.41,11.80,3.10
1-January-2016,578.95,586.75,575.20,578.75,580.897070976035258470,10891,669,6326550.00,3153,28.95,11.55,-0.20
31-December-2015,580.00,581.60,572.05,578.70,577.071895424836601307,10557,720,6092148.00,3018,28.59,9.55,-1.30
30-December-2015,579.45,588.00,567.00,573.85,579.398453679414607206,7243,523,4196583.00,2166,29.90,21.00,-5.60
29-December-2015,588.00,597.00,573.00,579.80,585.547654010209076288,14301,1497,8373917.00,4038,28.24,24.00,-8.20
28-December-2015,589.00,594.45,581.65,583.95,587.407494935854152599,8886,564,5219703.00,2453,27.61,12.80,-5.05
24-December-2015,595.00,597.60,586.00,587.45,589.224808988764044943,11125,596,6555126.00,4715,42.38,11.60,-7.55
23-December-2015,595.00,599.00,588.00,590.30,593.286954724002480876,9674,613,5739458.00,2273,23.50,11.00,-4.70
22-December-2015,582.00,614.35,582.00,589.25,600.971472923452768729,39296,1819,23615775.00,8084,20.57,32.35,7.25
21-December-2015,589.50,594.30,585.00,589.30,589.926550442983709631,6998,1026,4128306.00,1797,25.68,9.30,-0.20
18-December-2015,590.00,602.50,587.85,591.05,593.481044517854333805,12714,675,7545518.00,3637,28.61,14.65,1.05
17-December-2015,590.15,595.50,587.15,593.75,592.070466523521374194,5123,686,3033177.00,2248,43.88,8.35,3.60
16-December-2015,599.50,601.00,582.05,586.70,592.127441946185035016,10852,1252,6425767.00,3135,28.89,18.95,-12.80
15-December-2015,592.00,602.00,590.95,597.90,598.297955311973018549,18976,1515,11353302.00,7718,40.67,11.05,5.90
14-December-2015,584.85,593.15,583.70,589.85,588.576379142826298175,9263,564,5451983.00,2286,24.68,9.45,5.00
11-December-2015,593.20,602.00,578.65,591.50,592.627360515021459227,18640,1038,11046574.00,5864,31.46,23.35,-1.70
10-December-2015,590.00,595.10,582.00,590.80,588.320200726030322442,9366,502,5510207.00,3053,32.60,13.10,0.80
9-December-2015,594.00,602.90,582.00,589.70,593.616034079134205779,26057,1509,15467853.00,,,20.90,-4.30
8-December-2015,595.00,603.90,589.00,594.60,597.080179683858117557,23597,1109,14089301.00,7467,31.64,14.90,-0.40
7-December-2015,585.75,602.95,579.25,595.55,592.971010544097212761,36703,1690,21763815.00,10438,28.44,23.70,9.80
4-December-2015,575.00,585.00,569.60,580.00,576.681946064640087833,29146,1050,16807972.00,14490,49.72,15.40,5.00
3-December-2015,573.65,594.80,573.65,581.30,586.935669958919674853,45764,1790,26860524.00,8092,17.68,21.15,7.65
2-December-2015,584.60,585.05,572.45,575.10,575.668561503237012474,12666,876,7291418.00,3627,28.64,12.60,-9.50
1-December-2015,578.00,589.45,572.00,579.25,579.901555564604797002,49114,2312,28481285.00,11092,22.58,17.45,1.25
30-November-2015,575.00,580.25,566.65,568.75,571.996057361524486877,25871,1255,14798110.00,6588,25.46,13.60,-6.25
27-November-2015,587.00,589.00,568.00,572.70,576.446325735370185178,28999,1625,16716367.00,7591,26.18,21.00,-14.30
26-November-2015,580.00,592.10,577.00,582.25,582.983282251323488436,25123,1121,14646289.00,7807,31.08,15.10,2.25
24-November-2015,588.70,604.55,580.45,587.75,592.378340527137478188,43556,1742,25801631.00,5978,13.72,24.10,-0.95
23-November-2015,588.40,592.95,573.05,581.80,581.776591214334851115,30527,1563,17759894.00,8341,27.32,19.90,-6.60
20-November-2015,604.70,605.00,582.00,585.70,588.644348762109795479,41805,2183,24608277.00,13280,31.77,23.00,-19.00
19-November-2015,602.00,615.00,600.45,607.20,609.046927085018932651,30899,1293,18818941.00,6747,21.84,14.55,5.20
18-November-2015,621.25,632.00,593.05,597.90,611.817626926170685929,63403,2476,38791073.00,12184,19.22,38.95,-23.35
17-November-2015,588.70,625.50,588.70,621.55,616.013983150011701380,153828,6297,94760199.00,18168,11.81,36.80,32.85
16-November-2015,567.65,599.40,566.60,596.05,589.206820588858292734,70815,3309,41724681.00,16168,22.83,32.80,28.40
13-November-2015,574.35,574.35,559.40,564.60,565.619836885030255196,22806,1078,12899526.00,6445,28.26,14.95,-9.75
11-November-2015,581.00,584.45,577.30,580.75,580.993017924135056273,9596,437,5575209.00,3203,33.38,7.15,-0.25
10-November-2015,594.35,620.00,574.10,579.15,599.038329366142787332,126874,5253,76002389.00,19796,15.60,45.90,-15.20
9-November-2015,555.00,602.55,537.15,594.35,586.122501212627841935,96897,4557,56793512.00,13309,13.74,65.40,39.35
6-November-2015,572.70,575.00,549.05,555.50,559.211311969323473021,29208,1319,16333444.00,7221,24.72,25.95,-17.20
5-November-2015,581.80,591.15,571.20,573.55,583.692224746794007779,51934,1370,30313472.00,3226,6.21,19.95,-8.25
4-November-2015,590.00,599.15,575.40,578.90,589.709477161407905228,70232,2588,41416476.00,19777,28.16,23.75,-11.10
3-November-2015,591.90,599.00,574.70,586.55,589.292711019856273630,79874,3576,47069166.00,10440,13.07,24.30,-5.35
2-November-2015,566.00,595.00,566.00,590.30,583.793531258775176779,117519,4274,68606832.00,10271,8.74,29.00,24.30
30-October-2015,563.00,610.90,559.55,566.95,594.559586034182363717,334617,16029,198949745.00,22649,6.77,51.35,3.95
29-October-2015,565.75,567.60,552.80,559.25,558.874607597615604387,28351,2160,15844654.00,8647,30.50,14.80,-6.50
28-October-2015,580.00,580.00,556.05,567.55,567.677020947359371865,34897,2045,19810225.00,4132,11.84,23.95,-12.45
27-October-2015,560.00,593.20,554.30,579.45,576.826934097421203438,230340,10740,132866316.00,21232,9.22,38.90,19.45
26-October-2015,539.00,556.90,517.00,551.90,543.719721808246398410,120780,5781,65670468.00,9228,7.64,39.90,12.90
23-October-2015,533.30,556.00,523.60,526.30,539.580547569699806110,59828,3242,32282025.00,11981,20.03,32.40,-7.00
21-October-2015,538.00,545.00,518.00,526.65,529.734342629482071713,50200,3006,26592664.00,8759,17.45,27.00,-11.35
20-October-2015,558.00,586.00,536.00,544.45,562.061517697217386916,237834,10914,133677339.00,41307,17.37,50.00,-13.55
19-October-2015,493.05,572.10,480.00,561.15,539.284896161279155661,366867,15087,197845832.00,57394,15.64,92.10,68.10
16-October-2015,465.20,507.25,465.20,493.05,481.410365870098589903,333807,12507,160698150.00,22563,6.76,42.05,27.85
15-October-2015,452.55,462.90,445.10,459.45,456.720362789951039409,12459,835,5690279.00,5068,40.68,17.80,6.90
14-October-2015,454.15,454.90,443.20,446.15,447.837650552714073585,6061,392,2714344.00,2302,37.98,11.70,-8.00
13-October-2015,452.00,459.25,450.00,451.90,454.138103611524414987,14786,904,6714886.00,4789,32.39,9.25,-0.10
12-October-2015,447.30,455.25,445.00,448.35,448.984627723566368132,7481,645,3358854.00,2969,39.69,10.25,1.05
9-October-2015,461.00,462.50,440.60,442.80,449.050719550719550719,17094,1145,7676073.00,8348,48.84,21.90,-18.20
8-October-2015,462.00,462.00,455.75,457.65,458.531664212076583210,7469,475,3424773.00,2932,39.26,6.25,-4.35
7-October-2015,470.00,472.70,454.90,458.05,465.387404355503237198,8495,625,3953466.00,3907,45.99,17.80,-11.95
6-October-2015,470.30,474.40,462.40,469.40,471.428931345790468192,9526,675,4490832.00,5011,52.60,12.00,-0.90
5-October-2015,472.60,475.90,463.55,465.50,469.608924806746310611,5692,550,2673014.00,2354,41.36,12.35,-7.10
1-October-2015,474.60,478.05,465.30,474.55,472.650235447349964933,9981,632,4717522.00,4722,47.31,12.75,-0.05
30-September-2015,469.00,476.45,468.50,472.25,472.777088182053271269,7734,417,3656458.00,2547,32.93,7.95,3.25
29-September-2015,480.00,480.00,460.05,467.05,468.006656756931428940,15473,1494,7241467.00,7302,47.19,19.95,-12.95
28-September-2015,472.50,487.25,463.00,480.35,475.350694129389347609,22042,1753,10477680.00,8077,36.64,24.25,7.85
24-September-2015,457.40,479.60,453.70,472.05,469.334055047075419086,30483,2239,14306710.00,7402,24.28,25.90,14.65
23-September-2015,422.00,454.30,422.00,448.65,441.386330586524478914,4126,241,1821160.00,2205,53.44,32.30,26.65
22-September-2015,441.45,445.60,438.70,441.15,441.250588672697979923,8069,491,3560451.00,2511,31.12,6.90,-0.30
21-September-2015,441.00,448.60,436.15,441.25,442.798611111111111111,7200,620,3188150.00,1823,25.32,12.45,0.25
18-September-2015,454.80,465.00,436.00,441.80,448.215774797503651573,7531,484,3375513.00,2561,34.01,29.00,-13.00
16-September-2015,439.10,459.50,439.05,451.80,450.271887892083033200,15271,755,6876102.00,4007,26.24,20.45,12.70
15-September-2015,448.70,451.75,434.00,437.80,443.307286555446516192,8152,465,3613841.00,1869,22.93,17.75,-10.90
14-September-2015,451.50,451.50,438.40,444.10,443.522590893046240734,5666,380,2512999.00,2202,38.86,13.10,-7.40
11-September-2015,455.05,461.90,448.00,451.45,454.286732742131803164,5751,449,2612603.00,1398,24.31,13.90,-3.60
10-September-2015,435.00,459.35,435.00,453.20,447.254760584211499352,5409,391,2419201.00,1631,30.15,24.35,18.20
9-September-2015,438.90,448.60,437.00,444.95,443.759561480004983181,8027,390,3562058.00,2630,32.76,11.60,6.05
8-September-2015,437.40,443.75,428.00,430.40,433.599275362318840579,6900,401,2991835.00,1397,20.25,15.75,-7.00
7-September-2015,451.10,452.00,432.65,442.15,441.151130176538524995,6061,363,2673817.00,1686,27.82,19.35,-8.95
4-September-2015,465.00,465.30,442.05,446.85,448.451272015655577299,5110,326,2291586.00,1596,31.23,23.25,-18.15
3-September-2015,472.00,472.00,458.55,463.85,466.194790270063206282,10442,523,4868006.00,2662,25.49,13.45,-8.15
2-September-2015,461.50,478.00,456.00,469.05,467.476935615321923390,12270,740,5735942.00,1990,16.22,22.00,7.55
1-September-2015,467.00,482.35,460.00,467.40,472.854563372222398830,31457,1804,14874586.00,4366,13.88,22.35,0.40
31-August-2015,432.00,474.00,432.00,465.55,461.938106625404416936,42654,2155,19703508.00,7235,16.96,42.00,33.55
28-August-2015,442.00,451.50,419.45,433.40,436.536665570536007892,21287,1144,9292556.00,6835,32.11,32.05,-8.60
27-August-2015,439.60,446.35,431.40,442.00,440.604559478916695234,11668,852,5140974.00,2892,24.79,14.95,2.40
26-August-2015,437.00,447.80,427.40,433.15,436.667222685571309424,8393,618,3664948.00,2764,32.93,20.40,-3.85
25-August-2015,469.30,469.30,407.30,435.55,430.340505851264628161,18543,1282,7979804.00,4364,23.53,62.00,-33.75
24-August-2015,477.05,483.00,426.35,451.10,456.883214568487727632,20208,1023,9232696.00,8733,43.22,56.65,-25.95
21-August-2015,504.15,509.45,476.90,495.90,493.748947634281865633,23756,2059,11729500.00,9329,39.27,32.55,-8.25
20-August-2015,520.00,520.00,503.00,508.90,510.789349461572503319,6779,598,3462641.00,2871,42.35,17.00,-11.10
19-August-2015,515.00,521.40,513.00,519.90,519.160010441138084051,7662,449,3977804.00,4900,63.95,8.40,4.90
18-August-2015,516.70,526.80,514.25,520.35,520.630013398838767306,11195,644,5828453.00,6230,55.65,12.55,3.65
17-August-2015,514.40,519.00,500.00,512.55,513.300668344761739432,11521,847,5913737.00,2863,24.85,19.00,-1.85
14-August-2015,502.80,515.00,492.20,509.80,504.239003393238657785,31828,1949,16048919.00,6800,21.36,22.80,7.00
13-August-2015,530.00,539.00,489.70,499.20,508.772066155486022762,29083,1577,14796618.00,5274,18.13,49.30,-30.80
12-August-2015,525.00,537.70,510.00,531.30,524.902425296766270978,97720,5072,51293465.00,36845,37.70,27.70,6.30
11-August-2015,497.70,529.90,486.90,519.20,513.824985415451287607,95992,4589,49323088.00,21311,22.20,43.00,21.50
10-August-2015,493.90,496.50,477.70,485.90,490.204422295335784788,20668,1234,10131545.00,6819,32.99,18.80,-8.00
7-August-2015,479.70,496.90,471.60,479.25,485.820255397798874233,23806,1688,11565437.00,5270,22.14,25.30,-0.45
6-August-2015,470.00,485.95,465.90,473.60,477.298235166738847986,18472,1203,8816653.00,7145,38.68,20.05,3.60
5-August-2015,469.30,477.00,461.10,464.60,469.600514800514800514,11655,1344,5473194.00,7180,61.60,15.90,-4.70
4-August-2015,490.00,490.00,460.00,464.40,469.229917627677100494,15175,964,7120564.00,9169,60.42,30.00,-25.60
3-August-2015,491.00,491.00,477.45,480.65,482.310537843757605256,4109,350,1981814.00,2133,51.91,13.55,-10.35
31-July-2015,486.60,489.95,480.45,482.25,485.560862404551579577,6679,443,3243061.00,2920,43.72,9.50,-4.35
30-July-2015,480.25,491.30,478.50,480.45,484.123674911660777385,12452,688,6028308.00,5105,41.00,12.80,0.20
29-July-2015,474.00,482.40,474.00,478.15,479.201351653261840929,17904,867,8579621.00,6624,37.00,8.40,4.15
28-July-2015,470.30,485.00,465.25,472.20,475.751699337806428978,22803,1235,10848566.00,10072,44.17,19.75,1.90
27-July-2015,480.30,488.65,463.40,468.75,475.333470105509964830,17060,913,8109189.00,7414,43.46,25.25,-11.55
24-July-2015,485.95,491.60,475.55,487.40,484.637854458489921421,11708,710,5674140.00,3230,27.59,16.05,1.45
23-July-2015,499.00,499.00,485.00,488.90,491.848422777550184350,46379,991,22811438.00,29155,62.86,14.00,-10.10
22-July-2015,477.00,501.00,477.00,499.30,493.478086540067940079,35914,1849,17722772.00,10005,27.86,24.00,22.30
21-July-2015,489.00,517.00,475.05,480.40,498.455068823682966579,141739,7682,70650523.00,20146,14.21,41.95,-8.60
20-July-2015,476.00,489.00,471.35,480.25,482.508792639002391113,33039,1699,15941608.00,6049,18.31,17.65,4.25
17-July-2015,486.00,490.00,470.00,476.50,475.491455476561181038,53309,2309,25347974.00,11271,21.14,20.00,-9.50
16-July-2015,460.00,498.25,456.20,487.30,484.206609346669006258,170970,7321,82784804.00,40301,23.57,42.05,27.30
15-July-2015,468.20,478.90,456.10,459.65,471.177169326729040543,109020,3943,51367735.00,20635,18.93,22.80,-8.55
14-July-2015,419.00,482.20,416.45,464.05,455.694114035087719298,342000,12987,155847387.00,31154,9.11,65.75,45.05
13-July-2015,390.50,423.80,389.50,417.30,410.886334484459792797,20270,1233,8328666.00,6897,34.03,34.30,26.80
10-July-2015,389.00,390.00,386.50,388.40,388.006760909649661954,1627,172,631287.00,690,42.41,3.50,-0.60
